Label,Class
deeploc_train_1730,Cytoplasm
deeploc_train_1731,Cytoplasm
deeploc_train_1732,Cytoplasm
deeploc_train_1733,Cytoplasm
deeploc_train_1734,Cytoplasm
deeploc_train_1735,Cytoplasm
deeploc_train_1736,Cytoplasm
deeploc_train_1737,Cytoplasm
deeploc_train_1738,Cytoplasm
deeploc_train_1739,Cytoplasm
deeploc_train_1740,Cytoplasm
deeploc_train_1741,Cytoplasm
deeploc_train_1742,Cytoplasm
deeploc_train_1743,Cytoplasm
deeploc_train_1744,Cytoplasm
deeploc_train_1745,Cytoplasm
deeploc_train_1746,Cytoplasm
deeploc_train_1747,Cytoplasm
deeploc_train_1748,Cytoplasm
deeploc_train_1749,Cytoplasm
deeploc_train_1750,Cytoplasm
deeploc_train_1751,Cytoplasm
deeploc_train_1752,Cytoplasm
deeploc_train_1753,Cytoplasm
deeploc_train_1754,Cytoplasm
deeploc_train_1755,Cytoplasm
deeploc_train_1756,Cytoplasm
deeploc_train_1757,Cytoplasm
deeploc_train_1758,Cytoplasm
deeploc_train_1759,Cytoplasm
deeploc_train_1760,Cytoplasm
deeploc_train_1761,Cytoplasm
deeploc_train_1762,Cytoplasm
deeploc_train_1763,Cytoplasm
deeploc_train_1764,Cytoplasm
deeploc_train_1765,Cytoplasm
deeploc_train_1766,Cytoplasm
deeploc_train_1767,Cytoplasm
deeploc_train_1768,Cytoplasm
deeploc_train_1769,Cytoplasm
deeploc_train_1770,Cytoplasm
deeploc_train_1771,Cytoplasm
deeploc_train_1772,Cytoplasm
deeploc_train_1773,Cytoplasm
deeploc_train_1774,Cytoplasm
deeploc_train_1775,Cytoplasm
deeploc_train_1776,Cytoplasm
deeploc_train_1777,Cytoplasm
deeploc_train_1778,Cytoplasm
deeploc_train_1779,Cytoplasm
deeploc_train_1780,Cytoplasm
deeploc_train_1781,Cytoplasm
deeploc_train_1782,Cytoplasm
deeploc_train_1783,Cytoplasm
deeploc_train_1784,Cytoplasm
deeploc_train_1785,Cytoplasm
deeploc_train_1786,Endoplasmic.reticulum
deeploc_train_1787,Endoplasmic.reticulum
deeploc_train_1788,Endoplasmic.reticulum
deeploc_train_1789,Endoplasmic.reticulum
deeploc_train_1790,Endoplasmic.reticulum
deeploc_train_1791,Endoplasmic.reticulum
deeploc_train_1792,Endoplasmic.reticulum
deeploc_train_1793,Endoplasmic.reticulum
deeploc_train_1794,Endoplasmic.reticulum
deeploc_train_1795,Endoplasmic.reticulum
deeploc_train_1796,Endoplasmic.reticulum
deeploc_train_1797,Endoplasmic.reticulum
deeploc_train_1798,Endoplasmic.reticulum
deeploc_train_1799,Endoplasmic.reticulum
deeploc_train_1800,Endoplasmic.reticulum
deeploc_train_1801,Endoplasmic.reticulum
deeploc_train_1802,Endoplasmic.reticulum
deeploc_train_1803,Endoplasmic.reticulum
deeploc_train_1804,Endoplasmic.reticulum
deeploc_train_1805,Endoplasmic.reticulum
deeploc_train_1806,Endoplasmic.reticulum
deeploc_train_1807,Endoplasmic.reticulum
deeploc_train_1808,Endoplasmic.reticulum
deeploc_train_1809,Endoplasmic.reticulum
deeploc_train_1810,Endoplasmic.reticulum
deeploc_train_1811,Endoplasmic.reticulum
deeploc_train_1812,Endoplasmic.reticulum
deeploc_train_1813,Endoplasmic.reticulum
deeploc_train_1814,Endoplasmic.reticulum
deeploc_train_1815,Endoplasmic.reticulum
deeploc_train_1816,Endoplasmic.reticulum
deeploc_train_1817,Endoplasmic.reticulum
deeploc_train_1818,Endoplasmic.reticulum
deeploc_train_1819,Endoplasmic.reticulum
deeploc_train_1820,Endoplasmic.reticulum
deeploc_train_1821,Endoplasmic.reticulum
deeploc_train_1822,Endoplasmic.reticulum
deeploc_train_1823,Endoplasmic.reticulum
deeploc_train_1824,Endoplasmic.reticulum
deeploc_train_1825,Endoplasmic.reticulum
deeploc_train_1826,Endoplasmic.reticulum
deeploc_train_1827,Endoplasmic.reticulum
deeploc_train_1828,Endoplasmic.reticulum
deeploc_train_1829,Endoplasmic.reticulum
deeploc_train_1830,Endoplasmic.reticulum
deeploc_train_1831,Endoplasmic.reticulum
deeploc_train_1832,Endoplasmic.reticulum
deeploc_train_1833,Endoplasmic.reticulum
deeploc_train_1834,Endoplasmic.reticulum
deeploc_train_1835,Endoplasmic.reticulum
deeploc_train_1836,Endoplasmic.reticulum
deeploc_train_1837,Endoplasmic.reticulum
deeploc_train_1838,Endoplasmic.reticulum
deeploc_train_1839,Endoplasmic.reticulum
deeploc_train_1840,Endoplasmic.reticulum
deeploc_train_1841,Endoplasmic.reticulum
deeploc_train_1842,Endoplasmic.reticulum
deeploc_train_1843,Endoplasmic.reticulum
deeploc_train_1844,Endoplasmic.reticulum
deeploc_train_1845,Endoplasmic.reticulum
deeploc_train_1846,Endoplasmic.reticulum
deeploc_train_1847,Endoplasmic.reticulum
deeploc_train_1848,Endoplasmic.reticulum
deeploc_train_1849,Endoplasmic.reticulum
deeploc_train_1850,Endoplasmic.reticulum
deeploc_train_1851,Endoplasmic.reticulum
deeploc_train_1852,Endoplasmic.reticulum
deeploc_train_1853,Endoplasmic.reticulum
deeploc_train_1854,Endoplasmic.reticulum
deeploc_train_1855,Endoplasmic.reticulum
deeploc_train_1856,Endoplasmic.reticulum
deeploc_train_1857,Endoplasmic.reticulum
deeploc_train_1858,Endoplasmic.reticulum
deeploc_train_1859,Endoplasmic.reticulum
deeploc_train_1860,Endoplasmic.reticulum
deeploc_train_1861,Endoplasmic.reticulum
deeploc_train_1862,Endoplasmic.reticulum
deeploc_train_1863,Endoplasmic.reticulum
deeploc_train_1864,Endoplasmic.reticulum
deeploc_train_1865,Endoplasmic.reticulum
deeploc_train_1866,Endoplasmic.reticulum
deeploc_train_1867,Endoplasmic.reticulum
deeploc_train_1868,Endoplasmic.reticulum
deeploc_train_1869,Endoplasmic.reticulum
deeploc_train_1870,Endoplasmic.reticulum
deeploc_train_1871,Endoplasmic.reticulum
deeploc_train_1872,Endoplasmic.reticulum
deeploc_train_1873,Endoplasmic.reticulum
deeploc_train_1874,Endoplasmic.reticulum
deeploc_train_1875,Endoplasmic.reticulum
deeploc_train_1876,Endoplasmic.reticulum
deeploc_train_1877,Endoplasmic.reticulum
deeploc_train_1878,Endoplasmic.reticulum
deeploc_train_1879,Endoplasmic.reticulum
deeploc_train_1880,Endoplasmic.reticulum
deeploc_train_1881,Endoplasmic.reticulum
deeploc_train_1882,Endoplasmic.reticulum
deeploc_train_1883,Endoplasmic.reticulum
deeploc_train_1884,Endoplasmic.reticulum
deeploc_train_1885,Endoplasmic.reticulum
deeploc_train_1886,Endoplasmic.reticulum
deeploc_train_1887,Endoplasmic.reticulum
deeploc_train_1888,Endoplasmic.reticulum
deeploc_train_1889,Endoplasmic.reticulum
deeploc_train_1890,Endoplasmic.reticulum
deeploc_train_1891,Endoplasmic.reticulum
deeploc_train_1892,Endoplasmic.reticulum
deeploc_train_1893,Endoplasmic.reticulum
deeploc_train_1894,Endoplasmic.reticulum
deeploc_train_1895,Endoplasmic.reticulum
deeploc_train_1896,Endoplasmic.reticulum
deeploc_train_1897,Endoplasmic.reticulum
deeploc_train_1898,Endoplasmic.reticulum
deeploc_train_1899,Endoplasmic.reticulum
deeploc_train_1900,Endoplasmic.reticulum
deeploc_train_1901,Endoplasmic.reticulum
deeploc_train_1902,Endoplasmic.reticulum
deeploc_train_1903,Endoplasmic.reticulum
deeploc_train_1904,Endoplasmic.reticulum
deeploc_train_1905,Endoplasmic.reticulum
deeploc_train_1906,Endoplasmic.reticulum
deeploc_train_1907,Endoplasmic.reticulum
deeploc_train_1908,Endoplasmic.reticulum
deeploc_train_1909,Endoplasmic.reticulum
deeploc_train_1910,Endoplasmic.reticulum
deeploc_train_1911,Endoplasmic.reticulum
deeploc_train_1912,Endoplasmic.reticulum
deeploc_train_1913,Endoplasmic.reticulum
deeploc_train_1914,Endoplasmic.reticulum
deeploc_train_1915,Endoplasmic.reticulum
deeploc_train_1916,Endoplasmic.reticulum
deeploc_train_1917,Endoplasmic.reticulum
deeploc_train_1918,Endoplasmic.reticulum
deeploc_train_1919,Endoplasmic.reticulum
deeploc_train_1920,Endoplasmic.reticulum
deeploc_train_1921,Endoplasmic.reticulum
deeploc_train_1922,Endoplasmic.reticulum
deeploc_train_1923,Endoplasmic.reticulum
deeploc_train_1924,Endoplasmic.reticulum
deeploc_train_1925,Endoplasmic.reticulum
deeploc_train_1926,Endoplasmic.reticulum
deeploc_train_1927,Endoplasmic.reticulum
deeploc_train_1928,Endoplasmic.reticulum
deeploc_train_1929,Endoplasmic.reticulum
deeploc_train_1930,Endoplasmic.reticulum
deeploc_train_1931,Endoplasmic.reticulum
deeploc_train_1932,Endoplasmic.reticulum
deeploc_train_1933,Endoplasmic.reticulum
deeploc_train_1934,Endoplasmic.reticulum
deeploc_train_1935,Endoplasmic.reticulum
deeploc_train_1936,Endoplasmic.reticulum
deeploc_train_1937,Endoplasmic.reticulum
deeploc_train_1938,Endoplasmic.reticulum
deeploc_train_1939,Endoplasmic.reticulum
deeploc_train_1940,Endoplasmic.reticulum
deeploc_train_1941,Endoplasmic.reticulum
deeploc_train_1942,Endoplasmic.reticulum
deeploc_train_1943,Endoplasmic.reticulum
deeploc_train_1944,Endoplasmic.reticulum
deeploc_train_1945,Endoplasmic.reticulum
deeploc_train_1946,Endoplasmic.reticulum
deeploc_train_1947,Endoplasmic.reticulum
deeploc_train_1948,Endoplasmic.reticulum
deeploc_train_1949,Endoplasmic.reticulum
deeploc_train_1950,Endoplasmic.reticulum
deeploc_train_1951,Endoplasmic.reticulum
deeploc_train_1952,Endoplasmic.reticulum
deeploc_train_1953,Endoplasmic.reticulum
deeploc_train_1954,Endoplasmic.reticulum
deeploc_train_1955,Endoplasmic.reticulum
deeploc_train_1956,Endoplasmic.reticulum
deeploc_train_1957,Endoplasmic.reticulum
deeploc_train_1958,Endoplasmic.reticulum
deeploc_train_1959,Endoplasmic.reticulum
deeploc_train_1960,Endoplasmic.reticulum
deeploc_train_1961,Endoplasmic.reticulum
deeploc_train_1962,Endoplasmic.reticulum
deeploc_train_1963,Endoplasmic.reticulum
deeploc_train_1964,Endoplasmic.reticulum
deeploc_train_1965,Endoplasmic.reticulum
deeploc_train_1966,Endoplasmic.reticulum
deeploc_train_1967,Endoplasmic.reticulum
deeploc_train_1968,Endoplasmic.reticulum
deeploc_train_1969,Endoplasmic.reticulum
deeploc_train_1970,Endoplasmic.reticulum
deeploc_train_1971,Endoplasmic.reticulum
deeploc_train_1972,Endoplasmic.reticulum
deeploc_train_1973,Endoplasmic.reticulum
deeploc_train_1974,Endoplasmic.reticulum
deeploc_train_1975,Endoplasmic.reticulum
deeploc_train_1976,Endoplasmic.reticulum
deeploc_train_1977,Endoplasmic.reticulum
deeploc_train_1978,Endoplasmic.reticulum
deeploc_train_1979,Endoplasmic.reticulum
deeploc_train_1980,Endoplasmic.reticulum
deeploc_train_1981,Endoplasmic.reticulum
deeploc_train_1982,Endoplasmic.reticulum
deeploc_train_1983,Endoplasmic.reticulum
deeploc_train_1984,Endoplasmic.reticulum
deeploc_train_1985,Endoplasmic.reticulum
deeploc_train_1986,Endoplasmic.reticulum
deeploc_train_1987,Endoplasmic.reticulum
deeploc_train_1988,Endoplasmic.reticulum
deeploc_train_1989,Endoplasmic.reticulum
deeploc_train_1990,Endoplasmic.reticulum
deeploc_train_1991,Endoplasmic.reticulum
deeploc_train_1992,Endoplasmic.reticulum
deeploc_train_1993,Endoplasmic.reticulum
deeploc_train_1994,Endoplasmic.reticulum
deeploc_train_1995,Endoplasmic.reticulum
deeploc_train_1996,Endoplasmic.reticulum
deeploc_train_1997,Endoplasmic.reticulum
deeploc_train_1998,Endoplasmic.reticulum
deeploc_train_1999,Endoplasmic.reticulum
deeploc_train_2000,Endoplasmic.reticulum
deeploc_train_2001,Endoplasmic.reticulum
deeploc_train_2002,Endoplasmic.reticulum
deeploc_train_2003,Endoplasmic.reticulum
deeploc_train_2004,Endoplasmic.reticulum
deeploc_train_2005,Endoplasmic.reticulum
deeploc_train_2006,Endoplasmic.reticulum
deeploc_train_2007,Endoplasmic.reticulum
deeploc_train_2008,Endoplasmic.reticulum
deeploc_train_2009,Endoplasmic.reticulum
deeploc_train_2010,Endoplasmic.reticulum
deeploc_train_2011,Endoplasmic.reticulum
deeploc_train_2012,Endoplasmic.reticulum
deeploc_train_2013,Endoplasmic.reticulum
deeploc_train_2014,Endoplasmic.reticulum
deeploc_train_2015,Endoplasmic.reticulum
deeploc_train_2016,Endoplasmic.reticulum
deeploc_train_2017,Endoplasmic.reticulum
deeploc_train_2018,Endoplasmic.reticulum
deeploc_train_2019,Endoplasmic.reticulum
deeploc_train_2020,Endoplasmic.reticulum
deeploc_train_2021,Endoplasmic.reticulum
deeploc_train_2022,Endoplasmic.reticulum
deeploc_train_2023,Endoplasmic.reticulum
deeploc_train_2024,Endoplasmic.reticulum
deeploc_train_2025,Endoplasmic.reticulum
deeploc_train_2026,Endoplasmic.reticulum
deeploc_train_2027,Endoplasmic.reticulum
deeploc_train_2028,Endoplasmic.reticulum
deeploc_train_2029,Endoplasmic.reticulum
deeploc_train_2030,Endoplasmic.reticulum
deeploc_train_2031,Endoplasmic.reticulum
deeploc_train_2032,Endoplasmic.reticulum
deeploc_train_2033,Endoplasmic.reticulum
deeploc_train_2034,Endoplasmic.reticulum
deeploc_train_2035,Endoplasmic.reticulum
deeploc_train_2036,Endoplasmic.reticulum
deeploc_train_2037,Endoplasmic.reticulum
deeploc_train_2038,Endoplasmic.reticulum
deeploc_train_2039,Endoplasmic.reticulum
deeploc_train_2040,Endoplasmic.reticulum
deeploc_train_2041,Endoplasmic.reticulum
deeploc_train_2042,Endoplasmic.reticulum
deeploc_train_2043,Endoplasmic.reticulum
deeploc_train_2044,Endoplasmic.reticulum
deeploc_train_2045,Endoplasmic.reticulum
deeploc_train_2046,Endoplasmic.reticulum
deeploc_train_2047,Endoplasmic.reticulum
deeploc_train_2048,Endoplasmic.reticulum
deeploc_train_2049,Endoplasmic.reticulum
deeploc_train_2050,Endoplasmic.reticulum
deeploc_train_2051,Endoplasmic.reticulum
deeploc_train_2052,Endoplasmic.reticulum
deeploc_train_2053,Endoplasmic.reticulum
deeploc_train_2054,Endoplasmic.reticulum
deeploc_train_2055,Endoplasmic.reticulum
deeploc_train_2056,Endoplasmic.reticulum
deeploc_train_2057,Endoplasmic.reticulum
deeploc_train_2058,Endoplasmic.reticulum
deeploc_train_2059,Endoplasmic.reticulum
deeploc_train_2060,Endoplasmic.reticulum
deeploc_train_2061,Endoplasmic.reticulum
deeploc_train_2062,Endoplasmic.reticulum
deeploc_train_2063,Endoplasmic.reticulum
deeploc_train_2064,Endoplasmic.reticulum
deeploc_train_2065,Endoplasmic.reticulum
deeploc_train_2066,Endoplasmic.reticulum
deeploc_train_2067,Endoplasmic.reticulum
deeploc_train_2068,Endoplasmic.reticulum
deeploc_train_2069,Endoplasmic.reticulum
deeploc_train_2070,Endoplasmic.reticulum
deeploc_train_2071,Endoplasmic.reticulum
deeploc_train_2072,Endoplasmic.reticulum
deeploc_train_2073,Endoplasmic.reticulum
deeploc_train_2074,Endoplasmic.reticulum
deeploc_train_2075,Endoplasmic.reticulum
deeploc_train_2076,Endoplasmic.reticulum
deeploc_train_2077,Endoplasmic.reticulum
deeploc_train_2078,Endoplasmic.reticulum
deeploc_train_2079,Endoplasmic.reticulum
deeploc_train_2080,Endoplasmic.reticulum
deeploc_train_2081,Endoplasmic.reticulum
deeploc_train_2082,Endoplasmic.reticulum
deeploc_train_2083,Endoplasmic.reticulum
deeploc_train_2084,Endoplasmic.reticulum
deeploc_train_2085,Endoplasmic.reticulum
deeploc_train_2086,Endoplasmic.reticulum
deeploc_train_2087,Endoplasmic.reticulum
deeploc_train_2088,Endoplasmic.reticulum
deeploc_train_2089,Endoplasmic.reticulum
deeploc_train_2090,Endoplasmic.reticulum
deeploc_train_2091,Endoplasmic.reticulum
deeploc_train_2092,Endoplasmic.reticulum
deeploc_train_2093,Endoplasmic.reticulum
deeploc_train_2094,Endoplasmic.reticulum
deeploc_train_2095,Endoplasmic.reticulum
deeploc_train_2096,Endoplasmic.reticulum
deeploc_train_2097,Endoplasmic.reticulum
deeploc_train_2098,Endoplasmic.reticulum
deeploc_train_2099,Endoplasmic.reticulum
deeploc_train_2100,Endoplasmic.reticulum
deeploc_train_2101,Endoplasmic.reticulum
deeploc_train_2102,Endoplasmic.reticulum
deeploc_train_2103,Endoplasmic.reticulum
deeploc_train_2104,Endoplasmic.reticulum
deeploc_train_2105,Endoplasmic.reticulum
deeploc_train_2106,Endoplasmic.reticulum
deeploc_train_2107,Endoplasmic.reticulum
deeploc_train_2108,Endoplasmic.reticulum
deeploc_train_2109,Endoplasmic.reticulum
deeploc_train_2110,Endoplasmic.reticulum
deeploc_train_2111,Endoplasmic.reticulum
deeploc_train_2112,Endoplasmic.reticulum
deeploc_train_2113,Endoplasmic.reticulum
deeploc_train_2114,Endoplasmic.reticulum
deeploc_train_2115,Endoplasmic.reticulum
deeploc_train_2116,Endoplasmic.reticulum
deeploc_train_2117,Endoplasmic.reticulum
deeploc_train_2118,Endoplasmic.reticulum
deeploc_train_2119,Endoplasmic.reticulum
deeploc_train_2120,Endoplasmic.reticulum
deeploc_train_2121,Endoplasmic.reticulum
deeploc_train_2122,Endoplasmic.reticulum
deeploc_train_2123,Endoplasmic.reticulum
deeploc_train_2124,Endoplasmic.reticulum
deeploc_train_2125,Endoplasmic.reticulum
deeploc_train_2126,Endoplasmic.reticulum
deeploc_train_2127,Endoplasmic.reticulum
deeploc_train_2128,Endoplasmic.reticulum
deeploc_train_2129,Endoplasmic.reticulum
deeploc_train_2130,Endoplasmic.reticulum
deeploc_train_2131,Endoplasmic.reticulum
deeploc_train_2132,Endoplasmic.reticulum
deeploc_train_2133,Endoplasmic.reticulum
deeploc_train_2134,Endoplasmic.reticulum
deeploc_train_2135,Endoplasmic.reticulum
deeploc_train_2136,Endoplasmic.reticulum
deeploc_train_2137,Endoplasmic.reticulum
deeploc_train_2138,Endoplasmic.reticulum
deeploc_train_2139,Endoplasmic.reticulum
deeploc_train_2140,Endoplasmic.reticulum
deeploc_train_2141,Endoplasmic.reticulum
deeploc_train_2142,Endoplasmic.reticulum
deeploc_train_2143,Endoplasmic.reticulum
deeploc_train_2144,Endoplasmic.reticulum
deeploc_train_2145,Endoplasmic.reticulum
deeploc_train_2146,Endoplasmic.reticulum
deeploc_train_2147,Endoplasmic.reticulum
deeploc_train_2148,Endoplasmic.reticulum
deeploc_train_2149,Endoplasmic.reticulum
deeploc_train_2150,Endoplasmic.reticulum
deeploc_train_2151,Endoplasmic.reticulum
deeploc_train_2152,Endoplasmic.reticulum
deeploc_train_2153,Endoplasmic.reticulum
deeploc_train_2154,Endoplasmic.reticulum
deeploc_train_2155,Endoplasmic.reticulum
deeploc_train_2156,Endoplasmic.reticulum
deeploc_train_2157,Endoplasmic.reticulum
deeploc_train_2158,Endoplasmic.reticulum
deeploc_train_2159,Endoplasmic.reticulum
deeploc_train_2160,Endoplasmic.reticulum
deeploc_train_2161,Endoplasmic.reticulum
deeploc_train_2162,Endoplasmic.reticulum
deeploc_train_2163,Endoplasmic.reticulum
deeploc_train_2164,Endoplasmic.reticulum
deeploc_train_2165,Endoplasmic.reticulum
deeploc_train_2166,Endoplasmic.reticulum
deeploc_train_2167,Endoplasmic.reticulum
deeploc_train_2168,Endoplasmic.reticulum
deeploc_train_2169,Endoplasmic.reticulum
deeploc_train_2170,Endoplasmic.reticulum
deeploc_train_2171,Endoplasmic.reticulum
deeploc_train_2172,Endoplasmic.reticulum
deeploc_train_2173,Endoplasmic.reticulum
deeploc_train_2174,Endoplasmic.reticulum
deeploc_train_2175,Endoplasmic.reticulum
deeploc_train_2176,Endoplasmic.reticulum
deeploc_train_2177,Endoplasmic.reticulum
deeploc_train_2178,Endoplasmic.reticulum
deeploc_train_2179,Endoplasmic.reticulum
deeploc_train_2180,Endoplasmic.reticulum
deeploc_train_2181,Endoplasmic.reticulum
deeploc_train_2182,Endoplasmic.reticulum
deeploc_train_2183,Endoplasmic.reticulum
deeploc_train_2184,Endoplasmic.reticulum
deeploc_train_2185,Endoplasmic.reticulum
deeploc_train_2186,Endoplasmic.reticulum
deeploc_train_2187,Endoplasmic.reticulum
deeploc_train_2188,Endoplasmic.reticulum
deeploc_train_2189,Endoplasmic.reticulum
deeploc_train_2190,Golgi.apparatus
deeploc_train_2191,Golgi.apparatus
deeploc_train_2192,Golgi.apparatus
deeploc_train_2193,Golgi.apparatus
deeploc_train_2194,Golgi.apparatus
deeploc_train_2195,Golgi.apparatus
deeploc_train_2196,Golgi.apparatus
deeploc_train_2197,Golgi.apparatus
deeploc_train_2198,Golgi.apparatus
deeploc_train_2199,Golgi.apparatus
deeploc_train_2200,Golgi.apparatus
deeploc_train_2201,Golgi.apparatus
deeploc_train_2202,Golgi.apparatus
deeploc_train_2203,Golgi.apparatus
deeploc_train_2204,Golgi.apparatus
deeploc_train_2205,Golgi.apparatus
deeploc_train_2206,Golgi.apparatus
deeploc_train_2207,Golgi.apparatus
deeploc_train_2208,Golgi.apparatus
deeploc_train_2209,Golgi.apparatus
deeploc_train_2210,Golgi.apparatus
deeploc_train_2211,Golgi.apparatus
deeploc_train_2212,Golgi.apparatus
deeploc_train_2213,Golgi.apparatus
deeploc_train_2214,Golgi.apparatus
deeploc_train_2215,Golgi.apparatus
deeploc_train_2216,Golgi.apparatus
deeploc_train_2217,Golgi.apparatus
deeploc_train_2218,Golgi.apparatus
deeploc_train_2219,Golgi.apparatus
deeploc_train_2220,Golgi.apparatus
deeploc_train_2221,Golgi.apparatus
deeploc_train_2222,Golgi.apparatus
deeploc_train_2223,Golgi.apparatus
deeploc_train_2224,Golgi.apparatus
deeploc_train_2225,Golgi.apparatus
deeploc_train_2226,Golgi.apparatus
deeploc_train_2227,Golgi.apparatus
deeploc_train_2228,Golgi.apparatus
deeploc_train_2229,Golgi.apparatus
deeploc_train_2230,Golgi.apparatus
deeploc_train_2231,Golgi.apparatus
deeploc_train_2232,Golgi.apparatus
deeploc_train_2233,Golgi.apparatus
deeploc_train_2234,Golgi.apparatus
deeploc_train_2235,Golgi.apparatus
deeploc_train_2236,Golgi.apparatus
deeploc_train_2237,Golgi.apparatus
deeploc_train_2238,Golgi.apparatus
deeploc_train_2239,Golgi.apparatus
deeploc_train_2240,Golgi.apparatus
deeploc_train_2241,Golgi.apparatus
deeploc_train_2242,Golgi.apparatus
deeploc_train_2243,Golgi.apparatus
deeploc_train_2244,Golgi.apparatus
deeploc_train_2245,Golgi.apparatus
deeploc_train_2246,Golgi.apparatus
deeploc_train_2247,Golgi.apparatus
deeploc_train_2248,Golgi.apparatus
deeploc_train_2249,Golgi.apparatus
deeploc_train_2250,Golgi.apparatus
deeploc_train_2251,Golgi.apparatus
deeploc_train_2252,Golgi.apparatus
deeploc_train_2253,Golgi.apparatus
deeploc_train_2254,Golgi.apparatus
deeploc_train_2255,Golgi.apparatus
deeploc_train_2256,Golgi.apparatus
deeploc_train_2257,Golgi.apparatus
deeploc_train_2258,Golgi.apparatus
deeploc_train_2259,Golgi.apparatus
deeploc_train_2260,Golgi.apparatus
deeploc_train_2261,Golgi.apparatus
deeploc_train_2262,Golgi.apparatus
deeploc_train_2263,Golgi.apparatus
deeploc_train_2264,Golgi.apparatus
deeploc_train_2265,Golgi.apparatus
deeploc_train_2266,Golgi.apparatus
deeploc_train_2267,Golgi.apparatus
deeploc_train_2268,Golgi.apparatus
deeploc_train_2269,Golgi.apparatus
deeploc_train_2270,Golgi.apparatus
deeploc_train_2271,Golgi.apparatus
deeploc_train_2272,Golgi.apparatus
deeploc_train_2273,Golgi.apparatus
deeploc_train_2274,Golgi.apparatus
deeploc_train_2275,Golgi.apparatus
deeploc_train_2276,Golgi.apparatus
deeploc_train_2277,Golgi.apparatus
deeploc_train_2278,Golgi.apparatus
deeploc_train_2279,Golgi.apparatus
deeploc_train_2280,Golgi.apparatus
deeploc_train_2281,Golgi.apparatus
deeploc_train_2282,Golgi.apparatus
deeploc_train_2283,Golgi.apparatus
deeploc_train_2284,Golgi.apparatus
deeploc_train_2285,Golgi.apparatus
deeploc_train_2286,Golgi.apparatus
deeploc_train_2287,Golgi.apparatus
deeploc_train_2288,Golgi.apparatus
deeploc_train_2289,Golgi.apparatus
deeploc_train_2290,Golgi.apparatus
deeploc_train_2291,Golgi.apparatus
deeploc_train_2292,Golgi.apparatus
deeploc_train_2293,Golgi.apparatus
deeploc_train_2294,Golgi.apparatus
deeploc_train_2295,Golgi.apparatus
deeploc_train_2296,Golgi.apparatus
deeploc_train_2297,Golgi.apparatus
deeploc_train_2298,Golgi.apparatus
deeploc_train_2299,Golgi.apparatus
deeploc_train_2300,Golgi.apparatus
deeploc_train_2301,Golgi.apparatus
deeploc_train_2302,Golgi.apparatus
deeploc_train_2303,Golgi.apparatus
deeploc_train_2304,Golgi.apparatus
deeploc_train_2305,Golgi.apparatus
deeploc_train_2306,Golgi.apparatus
deeploc_train_2307,Golgi.apparatus
deeploc_train_2308,Golgi.apparatus
deeploc_train_2309,Golgi.apparatus
deeploc_train_2310,Golgi.apparatus
deeploc_train_2311,Golgi.apparatus
deeploc_train_2312,Golgi.apparatus
deeploc_train_2313,Golgi.apparatus
deeploc_train_2314,Golgi.apparatus
deeploc_train_2315,Golgi.apparatus
deeploc_train_2316,Golgi.apparatus
deeploc_train_2317,Golgi.apparatus
deeploc_train_2318,Golgi.apparatus
deeploc_train_2319,Golgi.apparatus
deeploc_train_2320,Golgi.apparatus
deeploc_train_2321,Golgi.apparatus
deeploc_train_2322,Golgi.apparatus
deeploc_train_2323,Golgi.apparatus
deeploc_train_2324,Golgi.apparatus
deeploc_train_2325,Golgi.apparatus
deeploc_train_2326,Golgi.apparatus
deeploc_train_2327,Golgi.apparatus
deeploc_train_2328,Golgi.apparatus
deeploc_train_2329,Golgi.apparatus
deeploc_train_2330,Golgi.apparatus
deeploc_train_2331,Golgi.apparatus
deeploc_train_2332,Golgi.apparatus
deeploc_train_2333,Golgi.apparatus
deeploc_train_2334,Golgi.apparatus
deeploc_train_2335,Golgi.apparatus
deeploc_train_2336,Golgi.apparatus
deeploc_train_2337,Golgi.apparatus
deeploc_train_2338,Golgi.apparatus
deeploc_train_2339,Golgi.apparatus
deeploc_train_2340,Golgi.apparatus
deeploc_train_2341,Golgi.apparatus
deeploc_train_2342,Golgi.apparatus
deeploc_train_2343,Golgi.apparatus
deeploc_train_2344,Golgi.apparatus
deeploc_train_2345,Golgi.apparatus
deeploc_train_2346,Golgi.apparatus
deeploc_train_2347,Golgi.apparatus
deeploc_train_2348,Golgi.apparatus
deeploc_train_2349,Golgi.apparatus
deeploc_train_2350,Golgi.apparatus
deeploc_train_2351,Golgi.apparatus
deeploc_train_2352,Golgi.apparatus
deeploc_train_2353,Golgi.apparatus
deeploc_train_2354,Golgi.apparatus
deeploc_train_2355,Golgi.apparatus
deeploc_train_2356,Golgi.apparatus
deeploc_train_2357,Golgi.apparatus
deeploc_train_2358,Golgi.apparatus
deeploc_train_2359,Golgi.apparatus
deeploc_train_2360,Golgi.apparatus
deeploc_train_2361,Golgi.apparatus
deeploc_train_2362,Golgi.apparatus
deeploc_train_2363,Golgi.apparatus
deeploc_train_2364,Golgi.apparatus
deeploc_train_2365,Golgi.apparatus
deeploc_train_2366,Golgi.apparatus
deeploc_train_2367,Golgi.apparatus
deeploc_train_2368,Golgi.apparatus
deeploc_train_2369,Golgi.apparatus
deeploc_train_2370,Golgi.apparatus
deeploc_train_2371,Lysosome/Vacuole
deeploc_train_2372,Lysosome/Vacuole
deeploc_train_2373,Lysosome/Vacuole
